recording,monkey,analysis,fold,dimension,tau_samples,n_training_trials,tau_method,robust_peaks_hz,adjustment
monkeyM_session-o081031013-23_lfp-3,M,matched_long,4,5,12,149,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o081107007-13_lfp-1,M,short,0,3,9,86,ami_first_local_minimum,[28.0],
monkeyM_session-o081107007-13_lfp-1,M,short,1,3,9,86,ami_first_local_minimum,[30.0],
monkeyM_session-o081107007-13_lfp-1,M,short,2,3,9,86,ami_first_local_minimum,[30.0],
monkeyM_session-o081107007-13_lfp-1,M,short,3,3,9,87,ami_first_local_minimum,[30.0],
monkeyM_session-o081107007-13_lfp-1,M,short,4,3,8,87,ami_first_local_minimum,[30.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_short,0,3,9,86,ami_first_local_minimum,[28.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_short,1,3,9,86,ami_first_local_minimum,[30.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_short,2,3,9,86,ami_first_local_minimum,[30.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_short,3,3,9,87,ami_first_local_minimum,[30.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_short,4,3,8,87,ami_first_local_minimum,[30.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_long,0,3,9,86,ami_first_local_minimum,[28.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_long,1,3,9,86,ami_first_local_minimum,[28.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_long,2,3,9,86,ami_first_local_minimum,[28.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_long,3,3,9,87,ami_first_local_minimum,[28.0],
monkeyM_session-o081107007-13_lfp-1,M,matched_long,4,3,9,87,ami_first_local_minimum,[26.0],
monkeyM_session-o081107007-13_lfp-2,M,short,0,3,60,86,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,short,1,3,54,86,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,short,2,3,59,86,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,short,3,3,59,87,ami_first_local_minimum,"[4.0, 30.0]",reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,short,4,3,59,87,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,matched_short,0,3,60,86,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,matched_short,1,3,54,86,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,matched_short,2,3,59,86,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,matched_short,3,3,59,87,ami_first_local_minimum,"[4.0, 30.0]",reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,matched_short,4,3,59,87,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,matched_long,0,3,60,86,ami_first_local_minimum,[28.0],
monkeyM_session-o081107007-13_lfp-2,M,matched_long,1,3,62,86,ami_first_local_minimum,"[4.0, 30.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,matched_long,2,3,64,86,ami_first_local_minimum,"[28.0, 44.0]",reduced_dim_for_min_points
monkeyM_session-o081107007-13_lfp-2,M,matched_long,3,3,59,87,ami_first_local_minimum,[28.0],
monkeyM_session-o081107007-13_lfp-2,M,matched_long,4,3,63,87,ami_first_local_minimum,"[4.0, 28.0, 44.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o081113002-9_lfp-1,M,short,0,5,18,96,ami_first_local_minimum,"[18.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,short,1,5,15,96,ami_first_local_minimum,"[18.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,short,2,5,18,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,short,3,5,18,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,short,4,5,14,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_short,0,5,18,96,ami_first_local_minimum,"[18.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_short,1,5,15,96,ami_first_local_minimum,"[18.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_short,2,5,18,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_short,3,5,18,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_short,4,5,14,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_long,0,5,15,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_long,1,5,15,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_long,2,5,14,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_long,3,5,15,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-1,M,matched_long,4,5,15,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081113002-9_lfp-2,M,short,0,3,14,96,ami_first_local_minimum,[24.0],
monkeyM_session-o081113002-9_lfp-2,M,short,1,3,14,96,ami_first_local_minimum,[26.0],
monkeyM_session-o081113002-9_lfp-2,M,short,2,3,14,96,ami_first_local_minimum,[26.0],
monkeyM_session-o081113002-9_lfp-2,M,short,3,3,15,96,ami_first_local_minimum,[28.0],
monkeyM_session-o081113002-9_lfp-2,M,short,4,3,15,96,ami_first_local_minimum,[30.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_short,0,3,14,96,ami_first_local_minimum,[24.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_short,1,3,14,96,ami_first_local_minimum,[26.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_short,2,3,14,96,ami_first_local_minimum,[26.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_short,3,3,15,96,ami_first_local_minimum,[28.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_short,4,3,15,96,ami_first_local_minimum,[30.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_long,0,3,15,96,ami_first_local_minimum,[20.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_long,1,3,15,96,ami_first_local_minimum,[28.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_long,2,3,16,96,ami_first_local_minimum,[28.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_long,3,3,15,96,ami_first_local_minimum,[22.0],
monkeyM_session-o081113002-9_lfp-2,M,matched_long,4,3,16,96,ami_first_local_minimum,[26.0],
monkeyM_session-o081127010-14_lfp-1,M,short,0,5,14,81,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,short,1,5,13,81,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,short,2,5,13,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,short,3,5,13,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,short,4,5,19,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_short,0,5,14,76,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_short,1,5,13,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_short,2,5,13,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_short,3,5,13,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_short,4,5,14,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_long,0,5,13,76,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_long,1,5,13,77,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_long,2,5,13,77,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_long,3,5,13,77,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o081127010-14_lfp-1,M,matched_long,4,5,13,77,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o081202001-7_lfp-2,M,short,0,7,19,96,ami_first_local_minimum,"[4.0, 20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,short,1,5,19,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,short,2,5,21,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,short,3,5,15,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,short,4,5,20,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_short,0,5,19,91,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_short,1,5,20,91,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_short,2,5,20,91,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_short,3,5,16,91,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_short,4,5,20,92,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_long,0,5,18,91,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_long,1,7,16,91,ami_first_local_minimum,"[4.0, 20.0, 32.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_long,2,7,17,91,ami_first_local_minimum,"[4.0, 20.0, 32.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_long,3,5,16,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o081202001-7_lfp-2,M,matched_long,4,5,16,92,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o081202001-7_lfp-4,M,short,0,5,12,96,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,short,1,5,11,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-4,M,short,2,5,11,96,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,short,3,5,11,96,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,short,4,5,12,96,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_short,0,5,12,91,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_short,1,5,12,91,ami_first_local_minimum,"[20.0, 36.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_short,2,5,11,91,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_short,3,5,12,91,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_short,4,5,11,92,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_long,0,5,12,91,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_long,1,5,12,91,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_long,2,5,12,91,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_long,3,5,12,91,ami_first_local_minimum,"[20.0, 38.0]",
monkeyM_session-o081202001-7_lfp-4,M,matched_long,4,5,12,92,ami_first_local_minimum,"[20.0, 38.0]",
monkeyT_session-y070130005-13_lfp-1,T,short,0,3,13,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,short,1,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,short,2,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,short,3,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,short,4,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_short,0,3,13,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_short,1,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_short,2,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_short,3,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_short,4,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_long,0,3,14,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_long,1,5,14,101,ami_first_local_minimum,"[24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-1,T,matched_long,2,3,14,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_long,3,3,14,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-1,T,matched_long,4,3,14,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070130005-13_lfp-2,T,short,0,7,14,100,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-2,T,short,1,7,14,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-2,T,short,2,7,15,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-2,T,short,3,5,14,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070130005-13_lfp-2,T,short,4,7,14,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_short,0,7,14,100,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_short,1,7,14,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_short,2,7,15,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_short,3,5,14,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_short,4,7,14,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_long,0,5,14,100,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_long,1,5,14,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_long,2,5,14,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_long,3,5,14,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070130005-13_lfp-2,T,matched_long,4,5,14,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070201001-6_lfp-1,T,short,0,3,17,72,ami_first_local_minimum,[24.0],
monkeyT_session-y070201001-6_lfp-1,T,short,1,5,17,72,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070201001-6_lfp-1,T,short,2,5,16,72,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070201001-6_lfp-1,T,short,3,5,16,72,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070201001-6_lfp-1,T,short,4,5,17,72,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,short,0,5,15,100,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,short,1,5,16,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,short,2,5,16,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,short,3,5,15,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,short,4,5,15,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_short,0,5,15,96,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_short,1,5,16,96,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_short,2,5,16,96,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_short,3,5,16,96,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_short,4,5,15,96,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_long,0,5,16,96,ami_first_local_minimum,"[6.0, 26.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_long,1,5,16,96,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_long,2,5,16,96,ami_first_local_minimum,"[6.0, 26.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_long,3,5,16,96,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070202001-7_lfp-1,T,matched_long,4,5,17,96,ami_first_local_minimum,"[6.0, 26.0]",
monkeyT_session-y070206006-12_lfp-1,T,short,0,3,16,124,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,short,1,3,16,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,short,2,3,16,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,short,3,3,17,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,short,4,3,16,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_short,0,3,16,124,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_short,1,3,16,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_short,2,3,16,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_short,3,3,17,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_short,4,3,16,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_long,0,3,16,124,ami_first_local_minimum,[26.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_long,1,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_long,2,3,16,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_long,3,3,15,125,ami_first_local_minimum,[26.0],
monkeyT_session-y070206006-12_lfp-1,T,matched_long,4,5,16,125,ami_first_local_minimum,"[6.0, 26.0]",
monkeyT_session-y070207004-11_lfp-1,T,short,0,3,23,124,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,short,1,5,23,125,ami_first_local_minimum,"[24.0, 40.0]",
monkeyT_session-y070207004-11_lfp-1,T,short,2,3,20,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,short,3,3,23,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,short,4,3,21,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,matched_short,0,3,23,124,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,matched_short,1,5,23,125,ami_first_local_minimum,"[24.0, 40.0]",
monkeyT_session-y070207004-11_lfp-1,T,matched_short,2,3,20,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,matched_short,3,3,23,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,matched_short,4,3,21,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,matched_long,0,5,23,124,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207004-11_lfp-1,T,matched_long,1,5,22,125,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207004-11_lfp-1,T,matched_long,2,3,21,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,matched_long,3,3,21,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-1,T,matched_long,4,3,22,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,short,0,3,15,124,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,short,1,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,short,2,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,short,3,5,15,125,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207004-11_lfp-2,T,short,4,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_short,0,3,15,124,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_short,1,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_short,2,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_short,3,5,15,125,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207004-11_lfp-2,T,matched_short,4,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_long,0,3,16,124,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_long,1,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_long,2,3,16,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_long,3,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207004-11_lfp-2,T,matched_long,4,3,15,125,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,short,0,5,14,105,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207012-19_lfp-1,T,short,1,3,14,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,short,2,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,short,3,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,short,4,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,matched_short,0,5,14,105,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207012-19_lfp-1,T,matched_short,1,3,14,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,matched_short,2,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,matched_short,3,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,matched_short,4,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,matched_long,0,5,14,105,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207012-19_lfp-1,T,matched_long,1,3,14,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,matched_long,2,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,matched_long,3,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-1,T,matched_long,4,3,14,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,short,0,3,16,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,short,1,3,15,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,short,2,3,15,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,short,3,3,15,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,short,4,3,15,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,matched_short,0,3,16,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,matched_short,1,3,15,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,matched_short,2,3,15,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,matched_short,3,3,15,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,matched_short,4,3,15,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,matched_long,0,3,18,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,matched_long,1,5,16,105,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207012-19_lfp-2,T,matched_long,2,3,17,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070207012-19_lfp-2,T,matched_long,3,5,16,106,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070207012-19_lfp-2,T,matched_long,4,5,18,106,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070208003-8_lfp-1,T,short,0,3,17,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,short,1,3,18,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,short,2,3,17,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,short,3,3,16,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,short,4,3,16,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,matched_short,0,3,17,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,matched_short,1,3,18,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,matched_short,2,3,17,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,matched_short,3,3,16,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,matched_short,4,3,16,106,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,matched_long,0,5,17,105,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070208003-8_lfp-1,T,matched_long,1,3,16,105,ami_first_local_minimum,[24.0],
monkeyT_session-y070208003-8_lfp-1,T,matched_long,2,5,17,106,ami_first_local_minimum,"[6.0, 24.0]",
