recording,monkey,session,day,lfp,raw_trials,valid_trials,go_sample_zero_based,old_converted_go_sample,start_sample,end_sample_exclusive,source_pair_index,source_sha256,status,fit_seconds,minimum_short,minimum_long,main_included,matched_included,fit_error,short_successful_fit_fraction,short_trials,matched_short_successful_fit_fraction,matched_short_trials,matched_long_successful_fit_fraction,matched_long_trials
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,2008-07-10,6,96,96,5000,4500,4500,5000,305,8a238dbd0e6f2292a91c8ea51adbdaec88494fdec20557625b69549ebd98f058,fewer_than_15_short_trials_per_direction,0.012104755034670234,0,0,False,False,,,,,,,
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,2008-07-10,5,239,239,5000,4500,4500,5000,312,d13be921b397848e9c3167592c3de6744a47644b9ebf68ea95c80f34358c6067,eligible,192.1821798660094,19,20,True,True,0.23534167529087607,0.9929824561403509,114.0,0.9929824561403509,114.0,0.9824561403508771,114.0
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,2008-07-10,6,239,239,5000,4500,4500,5000,311,2f91d4e899408369df92fc7149b8199f702938b7224079c58f224a8cc447d9be,eligible,127.02080459101126,19,20,True,True,0.19258251734208706,0.9859649122807017,114.0,0.9859649122807017,114.0,0.9859649122807017,114.0
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,2008-07-10,5,120,120,5000,4500,4500,5000,317,d0c0bd1ebd468948e0f21409c3f37b8af4491df094a8fe8c196bdec5eb138ed0,fewer_than_15_short_trials_per_direction,0.019263972993940115,0,0,False,False,,,,,,,
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,2008-07-11,6,234,234,5000,4500,4500,5000,324,179e0dacb95d40012e1f9186f75065b3523f79a16b5f0ddb014a293325c0c287,eligible,53.858933451003395,18,17,True,True,0.1760393147154159,0.9629629629629629,108.0,0.9607843137254902,102.0,0.9941176470588236,102.0
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,2008-07-11,8,234,234,5000,4500,4500,5000,323,b5e5c9aa88c9938b4f66b844bb1d2430431572d8b2cf6f16bb1fa6f2eb82255d,eligible,211.02871203399263,18,17,True,True,0.25311429214705156,0.9944444444444445,108.0,0.9901960784313726,102.0,0.9862745098039216,102.0
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,2008-07-11,5,198,198,5000,4500,4500,5000,325,7626d2e6a3b4673851746166870b664bdd43ffa33b7656c265a3a92911b148a7,fewer_than_15_short_trials_per_direction,0.02445481001632288,0,0,False,False,,,,,,,
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,2008-07-18,5,104,104,5000,4500,4500,5000,330,1614b323b0f37d40b92866221a7edff474c0835a9afdd21d890428d5f62cc782,fewer_than_15_short_trials_per_direction,0.012807105027604848,0,0,False,False,,,,,,,
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,2008-07-18,6,104,104,5000,4500,4500,5000,328,9162b8d1d87d23584b1f022bb169bc7cb34be7f6daf046fd76b333d0c9ddb3ed,fewer_than_15_short_trials_per_direction,0.011909321008715779,0,0,False,False,,,,,,,
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,2008-07-18,5,191,191,5000,4500,4500,5000,335,14f230257a95d38a172429bdd9b79a76ac26c15b48a6cde61a424d41cb7c926a,eligible,73.31672753201565,15,16,True,True,0.16514170559224675,0.9933333333333333,90.0,0.9933333333333333,90.0,0.9977777777777778,90.0
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,2008-07-18,8,191,191,5000,4500,4500,5000,332,8f406b7b14c08e96d95321ca00cce576ef7a05d4df1f74350589f2e02e011465,eligible,82.20996616204502,15,16,True,True,0.1950857210477926,0.9933333333333333,90.0,0.9933333333333333,90.0,0.9977777777777778,90.0
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,2008-07-22,5,193,193,5000,4500,4500,5000,337,4f450ead1691dad9661fdc5accf7c58387cf2a2df8f0d0a564cbbc5a0201400e,eligible,106.02231176296482,16,16,True,True,0.2082717530087582,0.9979166666666667,96.0,0.9979166666666667,96.0,0.9916666666666667,96.0
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,2008-07-23,5,99,99,5000,4500,4500,5000,340,1c3d134637b1dcaf120e276786e82ca2fdb572da325d44ee673cd56da34adce5,fewer_than_15_short_trials_per_direction,0.01640314399264753,0,0,False,False,,,,,,,
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,2008-07-23,6,99,99,5000,4500,4500,5000,339,ef2980ab672c174972755faeddd7906556110af3a213702fb01fdbaabc7b0546,fewer_than_15_short_trials_per_direction,0.012156193959526718,0,0,False,False,,,,,,,
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,2008-07-23,5,292,292,5000,4500,4500,5000,343,96d274ec97dea53fe31049df9dfbdc57d7aeffbd79f8b253b6b4f6ebbe24eb32,eligible,129.48923457297496,24,24,True,True,0.2279808017711976,0.9888888888888889,144.0,0.9888888888888889,144.0,0.9958333333333333,144.0
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,2008-07-23,7,292,292,5000,4500,4500,5000,342,dffc0566ae4e1c184614e6bc96afa18e62d6b5f6672b42e6ccb1e2cc0a9f8523,eligible,173.61857514100848,24,24,True,True,0.21585905656925378,0.9958333333333333,144.0,0.9958333333333333,144.0,0.9888888888888889,144.0
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,2008-07-23,5,97,97,5000,4500,4500,5000,347,7e1fb69e66a1a212b0d0fd4ea69a2a9545b3eab8a7cb7585a27db87dd2b7c5b8,fewer_than_15_short_trials_per_direction,0.02653251599986106,0,0,False,False,,,,,,,
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,2008-07-23,6,97,97,5000,4500,4500,5000,345,c6a62d6090f49676ee249365f5d0d7000b63b6b60303a6fee949e393111020cc,fewer_than_15_short_trials_per_direction,0.013254000979941338,0,0,False,False,,,,,,,
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,2008-07-24,5,109,109,5000,4500,4500,5000,348,6f89ef00e648a57e9c5fe30c6fdc20860828ba6472d271b90bfc33655fea8c90,fewer_than_15_short_trials_per_direction,0.01524392596911639,0,0,False,False,,,,,,,
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,2008-07-24,5,241,241,5000,4500,4500,5000,351,e35c5fbd41b29027b97160924b9f034139d75fcb5ce12ecf9febe5dcb5197d2f,eligible,118.54997219197685,19,20,True,True,0.21069782269082568,0.9912280701754386,114.0,0.9912280701754386,114.0,0.9947368421052631,114.0
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,2008-07-24,7,241,241,5000,4500,4500,5000,350,f0c7dd9823a3809d66e6f8f8bd018c0aaaf8a1acff581b2a3b4e0055d373d4d5,eligible,124.80558492598357,19,20,True,True,0.224958537554789,0.9947368421052631,114.0,0.9947368421052631,114.0,0.9894736842105263,114.0
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,2008-07-31,5,60,60,5000,4500,4500,5000,355,4570e9f518fc6a6bf89a0059cc1bfd17d5a5d004537ebdd9887bc7815d234682,fewer_than_15_short_trials_per_direction,0.013534712023101747,0,0,False,False,,,,,,,
monkeyM_session-o080731001-2_lfp-6,M,o080731001-2,2008-07-31,6,60,60,5000,4500,4500,5000,353,a77cda817fa3dd58020849cca25948b3c97dd316ba698e24e25fbf7b5c72936d,fewer_than_15_short_trials_per_direction,0.01043699000729248,0,0,False,False,,,,,,,
monkeyM_session-o080731003-10_lfp-6,M,o080731003-10,2008-07-31,6,247,247,5000,4500,4500,5000,356,f88be39d2447a2b81ff8c7b396c1b33077146edddb34c725faf92c385bb7a4fd,eligible,51.750181077979505,18,14,True,False,0.16048261327145752,0.9944444444444445,108.0,,,,
monkeyM_session-o080731011-18_lfp-6,M,o080731011-18,2008-07-31,6,207,207,5000,4500,4500,5000,358,ccc434728ace5dd56e2b372a224f4b86639630c9dc0424966ca460d0bb79cdac,eligible,81.1010817560018,15,16,True,True,0.16028993885934284,0.9822222222222222,90.0,0.9822222222222222,90.0,0.9977777777777778,90.0
monkeyM_session-o080801001-7_lfp-5,M,o080801001-7,2008-08-01,5,275,275,5000,4500,4500,5000,363,85da1864608be12db25e7dbe5caf8da00e7724c056208e5cf47ed43734b200fb,eligible,162.75379487901228,21,21,True,True,0.21426687186503993,0.9809523809523809,126.0,0.9809523809523809,126.0,0.9888888888888889,126.0
monkeyM_session-o080801001-7_lfp-6,M,o080801001-7,2008-08-01,6,275,275,5000,4500,4500,5000,360,578ac123e9bb8b529d479f1dea084db693390e101f3f0ac75dc5a30638f30684,eligible,33.33327854302479,21,21,True,True,0.09077767962619482,0.9920634920634921,126.0,0.9920634920634921,126.0,0.9920634920634921,126.0
monkeyM_session-o080801008-10_lfp-5,M,o080801008-10,2008-08-01,5,122,122,5000,4500,4500,5000,365,22bc268b39fe7e5810a05a46fe13c5088109454f86c95c32a1c75d33ad948bcf,fewer_than_15_short_trials_per_direction,0.0230720600229688,8,9,False,False,,,,,,,
monkeyM_session-o080801008-10_lfp-7,M,o080801008-10,2008-08-01,7,122,122,5000,4500,4500,5000,364,924a1532576d0df789ed454b9a3dfde3819d7badf2ac7783c61161a34efc1123,fewer_than_15_short_trials_per_direction,0.017374013958033174,8,9,False,False,,,,,,,
monkeyM_session-o080801011-14_lfp-7,M,o080801011-14,2008-08-01,7,147,147,5000,4500,4500,5000,366,3ff65d08855301b7ee52eb8e0c00ec2557e748389bfed820856bebbbaa59b931,fewer_than_15_short_trials_per_direction,0.018553849949967116,12,11,False,False,,,,,,,
monkeyM_session-o080806001-5_lfp-7,M,o080806001-5,2008-08-06,7,169,169,5000,4500,4500,5000,368,844dc66ad0286ef3bb1da8a7d3e46790f83593c735ddf79f7126e41adc3004a0,fewer_than_15_short_trials_per_direction,0.02271215501241386,13,11,False,False,,,,,,,
monkeyM_session-o080807001-3_lfp-5,M,o080807001-3,2008-08-07,5,105,105,5000,4500,4500,5000,371,1526394eec4ddf74fe45ce0adc618187a70b27950980169a70f661d95622452e,fewer_than_15_short_trials_per_direction,0.013742126000579447,0,0,False,False,,,,,,,
monkeyM_session-o080807004-6_lfp-5,M,o080807004-6,2008-08-07,5,132,132,5000,4500,4500,5000,373,2c6c9289837206922cf0ea9645f7c6aa5a26492632f2b884194a82f569de1935,fewer_than_15_short_trials_per_direction,0.01431030803360045,0,0,False,False,,,,,,,
monkeyM_session-o080808001-5_lfp-5,M,o080808001-5,2008-08-08,5,209,209,5000,4500,4500,5000,377,2bde8a4303f6aa4c157f1831935a2f5991a87992338a593e4ce6ef8137ced86c,eligible,78.49316568794893,16,16,True,True,0.17619628824603675,0.99375,96.0,0.99375,96.0,0.9979166666666667,96.0
monkeyM_session-o080808001-5_lfp-6,M,o080808001-5,2008-08-08,6,209,209,5000,4500,4500,5000,375,721fbafb5b65b6408513c4c6bd4f3e8d633940aff48a431aa9767b6c535f4ed6,eligible,72.17810928897234,16,16,True,True,0.14113657333661114,0.9895833333333334,96.0,0.9895833333333334,96.0,0.9958333333333333,96.0
monkeyM_session-o080808006-12_lfp-5,M,o080808006-12,2008-08-08,5,280,280,5000,4500,4500,5000,381,35f12d037c705c21400c415f7978a4c5ac5c7c2968f5f975af10fc1015066291,eligible,136.76255803898675,22,23,True,True,0.19160717813328046,1.0,132.0,1.0,132.0,0.9893939393939394,132.0
monkeyM_session-o080808006-12_lfp-6,M,o080808006-12,2008-08-08,6,280,280,5000,4500,4500,5000,378,c82849ac237d9a28f9ea4a851914f0eb2af4cdbee377407d9fb83c9a7a36ff0a,eligible,101.43959810602246,22,23,True,True,0.13180679513991056,0.9939393939393939,132.0,0.9939393939393939,132.0,0.9984848484848485,132.0
monkeyM_session-o080828001-6_lfp-5,M,o080828001-6,2008-08-28,5,252,252,5000,4500,4500,5000,383,655ea73a180928beb7a5978216b79f4beb4e4e6838b3b65e82db00c3b4b785d0,eligible,63.34098116797395,19,20,True,True,0.16211242650649002,1.0,114.0,1.0,114.0,0.9859649122807017,114.0
monkeyM_session-o080828001-6_lfp-6,M,o080828001-6,2008-08-28,6,252,252,5000,4500,4500,5000,382,f82e1f9b3ebd2ff189d9692545cb59da8c80ccc2150dea4eac3707e0c5ba3dde,eligible,83.56995548802661,19,20,True,True,0.18605749110516026,1.0,114.0,1.0,114.0,0.9964912280701754,114.0
monkeyM_session-o080828007-12_lfp-5,M,o080828007-12,2008-08-28,5,204,204,5000,4500,4500,5000,386,dc633255b79fd85c561a9c20810c0e981ccb4b3e7bbc0ccb188c67a684f1ff8c,eligible,17.2814960089745,16,13,True,False,0.16205233152428095,1.0,96.0,,,,
monkeyM_session-o080829001-5_lfp-5,M,o080829001-5,2008-08-29,5,242,242,5000,4500,4500,5000,391,75f8fcf28f3ceff73d9ae6303f88b07b32200620d9c3b82adbdc69e80f0156b5,eligible,120.5299729440012,19,20,True,True,0.13726010702556493,0.9526315789473684,114.0,0.9526315789473684,114.0,0.9824561403508771,114.0
monkeyM_session-o080829006-8_lfp-5,M,o080829006-8,2008-08-29,5,118,118,5000,4500,4500,5000,395,286de37afc4d016e1ed7fc6e0f26a5293c1ede27f5187bd5dc2d9ecf6db1b339,fewer_than_15_short_trials_per_direction,0.02573507302440703,0,0,False,False,,,,,,,
monkeyM_session-o080903002-5_lfp-5,M,o080903002-5,2008-09-03,5,122,122,5000,4500,4500,5000,402,b7b28ef522d75f29f7d293c08f57d3e4c2e60cca311290e68578908a130314a3,fewer_than_15_short_trials_per_direction,0.017476707987952977,9,8,False,False,,,,,,,
monkeyM_session-o080903002-5_lfp-7,M,o080903002-5,2008-09-03,7,122,122,5000,4500,4500,5000,400,29f76b6b2fd602b5aec92001ae933cba7a027e330339fa0b6ef52b907baac402,fewer_than_15_short_trials_per_direction,0.017330528993625194,9,8,False,False,,,,,,,
monkeyM_session-o080903006-12_lfp-5,M,o080903006-12,2008-09-03,5,209,209,5000,4500,4500,5000,407,405206da63409d7ab63dae896df15a00d8728c0e8356d8c261e485fbe284a57c,fewer_than_15_short_trials_per_direction,0.024445962044410408,14,17,False,False,,,,,,,
monkeyM_session-o080903006-12_lfp-7,M,o080903006-12,2008-09-03,7,209,209,5000,4500,4500,5000,404,12479d8b636d656fd71328cfff81cbae049cc7a13d59877f3bf74ba99100703c,fewer_than_15_short_trials_per_direction,0.020184235007036477,14,17,False,False,,,,,,,
monkeyM_session-o080904001-7_lfp-5,M,o080904001-7,2008-09-04,5,205,205,5000,4500,4500,5000,414,e01c2b449f4fc2f6b066023c71022fe2d463275673189a98b805783f47311676,eligible,114.80892618303187,16,16,True,True,0.20331592014858652,0.9916666666666667,96.0,0.9916666666666667,96.0,0.9895833333333334,96.0
monkeyM_session-o080904001-7_lfp-6,M,o080904001-7,2008-09-04,6,205,205,5000,4500,4500,5000,411,b6d0aa2347dee0e4536844615f7e5c4da494158f1c61a18aa3df8db0c4e496e4,eligible,56.831891684036236,16,16,True,True,0.13059843810938368,0.9958333333333333,96.0,0.9958333333333333,96.0,0.9979166666666667,96.0
monkeyM_session-o080904008-14_lfp-5,M,o080904008-14,2008-09-04,5,191,191,5000,4500,4500,5000,420,94bec29d3e59aba75d4c50fbfcc687b2ff0a3ccf9a79f680092dfb08f4576f0a,eligible,81.86030870699324,15,16,True,True,0.19767063410786664,0.9955555555555555,90.0,0.9955555555555555,90.0,0.9955555555555555,90.0
monkeyM_session-o080904008-14_lfp-6,M,o080904008-14,2008-09-04,6,191,191,5000,4500,4500,5000,419,19d5a73f6f1c5d1c27850efa993ba2ea6249846f088c2f20354ff409f82a105b,eligible,60.542273266008124,15,16,True,True,0.1353729656214522,0.9933333333333333,90.0,0.9933333333333333,90.0,0.9977777777777778,90.0
monkeyM_session-o080905001-6_lfp-5,M,o080905001-6,2008-09-05,5,286,286,5000,4500,4500,5000,423,affe035426736efe3730967a84b2a217c87139d0c361dd29a35ef691c7c10aff,eligible,74.79080343898386,22,23,True,True,0.17920364966668823,0.996969696969697,132.0,0.996969696969697,132.0,1.0,132.0
monkeyM_session-o080905008-11_lfp-5,M,o080905008-11,2008-09-05,5,76,76,5000,4500,4500,5000,430,9a985bca2dd07d9554330d75ce0dbcac33ddbb267e41baaf3b52afbe84d6abe9,fewer_than_15_short_trials_per_direction,0.020473020966164768,0,0,False,False,,,,,,,
monkeyM_session-o080905008-11_lfp-6,M,o080905008-11,2008-09-05,6,76,76,5000,4500,4500,5000,429,de2fbdcb93d3becd7ea7cd385b327516b2e43f0f48e990424991826b772f44c3,fewer_than_15_short_trials_per_direction,0.017095297051128,0,0,False,False,,,,,,,
monkeyM_session-o080910001-5_lfp-5,M,o080910001-5,2008-09-10,5,193,193,5000,4500,4500,5000,437,de55239dde441d9577cc93b457f7b4ffd932ee8d377ab672a62f91228c66abcc,eligible,122.1780342250131,16,16,True,True,0.23007507035103913,0.9979166666666667,96.0,0.9979166666666667,96.0,0.9958333333333333,96.0
monkeyM_session-o080910001-5_lfp-7,M,o080910001-5,2008-09-10,7,193,193,5000,4500,4500,5000,436,49fbf23dd6fd001b03e752c574fe42507a92cd28f0dad78ba34f68f551ce3fda,eligible,119.41263556299964,16,16,True,True,0.19886705182501085,0.9916666666666667,96.0,0.9916666666666667,96.0,0.9875,96.0
monkeyM_session-o080910006-11_lfp-5,M,o080910006-11,2008-09-10,5,241,241,5000,4500,4500,5000,442,2b169099cc590adbaaaad5cf45071036e5211bde5f2b7010f910e8d65b03e064,eligible,112.89170765597373,19,19,True,True,0.21174305583635283,0.9964912280701754,114.0,0.9964912280701754,114.0,0.987719298245614,114.0
monkeyM_session-o080910006-11_lfp-7,M,o080910006-11,2008-09-10,7,241,241,5000,4500,4500,5000,439,dfa9558a2cb05fad574799491c55bf047dfa0d14dbe2fd3ac657a460b017e508,eligible,129.76502245099982,19,19,True,True,0.19694416769860434,0.9947368421052631,114.0,0.9947368421052631,114.0,0.9964912280701754,114.0
monkeyM_session-o080911001-5_lfp-5,M,o080911001-5,2008-09-11,5,249,249,5000,4500,4500,5000,445,0d0632f79846b19419dec49852e17be44ad0429d8a8948c0cd28dd83c27a643f,eligible,132.405090042972,19,20,True,True,0.20662045188050063,0.9842105263157894,114.0,0.9842105263157894,114.0,0.9894736842105263,114.0
monkeyM_session-o080911001-5_lfp-6,M,o080911001-5,2008-09-11,6,249,249,5000,4500,4500,5000,443,6a173fe9b7e45ca059447df2df0959fc9a5b63a8126f8dfc3292d78abcdc9d0d,eligible,91.62304275296628,19,20,True,True,0.19745078259962673,0.9947368421052631,114.0,0.9947368421052631,114.0,0.9964912280701754,114.0
monkeyM_session-o080911006-11_lfp-5,M,o080911006-11,2008-09-11,5,237,237,5000,4500,4500,5000,450,65782f5aa8b34e4c037ec7c50aa169ded0824ced477604b2570c280621ae8d50,eligible,128.67822154797614,19,16,True,True,0.19868859446052728,0.9929824561403509,114.0,0.9916666666666667,96.0,0.9979166666666667,96.0
monkeyM_session-o080911006-11_lfp-6,M,o080911006-11,2008-09-11,6,237,237,5000,4500,4500,5000,447,c753188af33a29c3ba8664dce41843beebcd6737d33cc8ff135c8ac001fc003f,eligible,149.06032029300695,19,16,True,True,0.2087920609406436,0.9947368421052631,114.0,0.9916666666666667,96.0,0.99375,96.0
monkeyM_session-o080912004-7_lfp-5,M,o080912004-7,2008-09-12,5,152,152,5000,4500,4500,5000,454,43f9951499df38cc160210e7ed84ed1dfe0644e84b41154483ef12eaad086c61,fewer_than_15_short_trials_per_direction,0.024498976999893785,8,11,False,False,,,,,,,
monkeyM_session-o080912008-13_lfp-5,M,o080912008-13,2008-09-12,5,190,190,5000,4500,4500,5000,460,e7a2827f52ee3476e02c8b7ba6b4dd40b15c31bd080e28167369262a88a6ca66,fewer_than_15_short_trials_per_direction,0.024405699979979545,14,14,False,False,,,,,,,
monkeyM_session-o080912008-13_lfp-6,M,o080912008-13,2008-09-12,6,190,190,5000,4500,4500,5000,459,44c6037c0cbef879c985b09304f0c2b61da2c26ffc44c9cf204d8467a164c88f,fewer_than_15_short_trials_per_direction,0.021020270010922104,14,14,False,False,,,,,,,
monkeyM_session-o080917001-8_lfp-5,M,o080917001-8,2008-09-17,5,206,206,5000,4500,4500,5000,467,4fdf9b1889793ce27fea8a7b893698e327d327dabacacadbf9db76a6ee2ec4a9,eligible,95.84150835999753,16,17,True,True,0.2071528156923776,0.9979166666666667,96.0,0.9979166666666667,96.0,0.9895833333333334,96.0
monkeyM_session-o080917001-8_lfp-6,M,o080917001-8,2008-09-17,6,206,206,5000,4500,4500,5000,466,5efea87b61cf58ce23a2a903a0fce676c3abdad8748612a8e60a524fc05f6baf,eligible,82.80318775703199,16,17,True,True,0.22482622261658988,0.9916666666666667,96.0,0.9916666666666667,96.0,0.9958333333333333,96.0
monkeyM_session-o080918001-5_lfp-5,M,o080918001-5,2008-09-18,5,243,243,5000,4500,4500,5000,473,e87a0deee6b865a19ad88a979b791e64f264784b4863be1eae5dc42d73b65239,eligible,132.7616867159959,20,20,True,True,0.20402768496311774,0.9966666666666667,120.0,0.9966666666666667,120.0,0.9933333333333333,120.0
monkeyM_session-o080918001-5_lfp-6,M,o080918001-5,2008-09-18,6,243,243,5000,4500,4500,5000,472,665a8aa0f87a1f86f0eef45348af056a9a87eb62ed8480270d26bda694f0cae1,eligible,98.15758040698711,20,20,True,True,0.2194966039840458,0.995,120.0,0.995,120.0,0.9966666666666667,120.0
monkeyM_session-o080918006-11_lfp-5,M,o080918006-11,2008-09-18,5,210,210,5000,4500,4500,5000,477,be46e0e2a880a19218a62c6ba0476ca76015f1f4bb0501df53690315c2775956,eligible,165.97916696901666,17,15,True,True,0.20211729712419807,0.996078431372549,102.0,0.9933333333333333,90.0,0.9866666666666667,90.0
monkeyM_session-o080919001-6_lfp-5,M,o080919001-6,2008-09-19,5,274,274,5000,4500,4500,5000,485,a3f8c578f82fbccf1e9c8fdae4de4fa9134a889835102507e8f1de52647d9d23,eligible,213.24438193102833,21,20,True,True,0.21009117879819508,0.9952380952380953,126.0,0.995,120.0,0.9933333333333333,120.0
monkeyM_session-o080919001-6_lfp-7,M,o080919001-6,2008-09-19,7,274,274,5000,4500,4500,5000,484,9c6aff814edf452e8020a9e171c1353af46efe36055be57cf71c23281f1f88aa,eligible,42.70303130202228,21,20,True,True,0.2222858229553539,0.9920634920634921,126.0,0.9916666666666667,120.0,1.0,120.0
monkeyM_session-o080919007-12_lfp-5,M,o080919007-12,2008-09-19,5,268,268,5000,4500,4500,5000,492,b781232e8ae37c0cf2d7d2cf16550d38cebf56704c6ca74b75fb3a7019e1c022,eligible,227.45151769201038,21,20,True,True,0.21556478070443175,0.9873015873015873,126.0,0.9866666666666667,120.0,0.9933333333333333,120.0
monkeyM_session-o080919007-12_lfp-7,M,o080919007-12,2008-09-19,7,268,268,5000,4500,4500,5000,490,5045e7f2e1b6a9985c0dfd00abb88f749c83a238f83ed751559195e67052f591,eligible,24.3657019759994,21,20,True,True,0.22197668651638153,1.0,126.0,1.0,120.0,1.0,120.0
monkeyM_session-o080925002-6_lfp-6,M,o080925002-6,2008-09-25,6,222,222,5000,4500,4500,5000,496,80718acbbb52bcc4e848e77ccd92ea26cf09e97409467eefe9284ef3d180bf62,eligible,88.65511560201412,16,16,True,True,0.18920010076237742,0.9895833333333334,96.0,0.9895833333333334,96.0,1.0,96.0
monkeyM_session-o080925002-6_lfp-7,M,o080925002-6,2008-09-25,7,222,222,5000,4500,4500,5000,495,3535953e277c0a9392608554f8290c0284ae827c49a0ca726f5148fdd2da1932,eligible,87.25872495799558,16,16,True,True,0.19828807253857036,1.0,96.0,1.0,96.0,1.0,96.0
monkeyM_session-o080925007-12_lfp-6,M,o080925007-12,2008-09-25,6,284,284,5000,4500,4500,5000,502,e646b14f903704e9db9fdba9daae5fc61fb1cc11f98330a678f647a261743265,eligible,98.68715509702452,22,23,True,True,0.19733283798512297,0.990909090909091,132.0,0.990909090909091,132.0,0.9939393939393939,132.0
monkeyM_session-o080925007-12_lfp-7,M,o080925007-12,2008-09-25,7,284,284,5000,4500,4500,5000,501,f40a6ab12c8349ede39d4cd8b6ac7acff1656c25a2ce522791ece4cbae064f4f,eligible,81.18318747699959,22,23,True,True,0.2096336533965036,0.996969696969697,132.0,0.996969696969697,132.0,0.9939393939393939,132.0
monkeyM_session-o080926001-6_lfp-5,M,o080926001-6,2008-09-26,5,219,219,5000,4500,4500,5000,505,1e728702caa1ede99a64de7a656accfb905438b9ddc1272eb0f047e963d83034,eligible,123.22538914601319,18,15,True,True,0.16709508055518107,0.9925925925925926,108.0,1.0,90.0,0.9866666666666667,90.0
monkeyM_session-o080926007-11_lfp-5,M,o080926007-11,2008-09-26,5,232,232,5000,4500,4500,5000,509,8023adb09b0532ed7717abbc7c7772b08abce4b91d6b8923948435e75e3f5d2c,eligible,129.6463683039765,19,17,True,True,0.17116106062471398,0.9964912280701754,114.0,0.996078431372549,102.0,0.996078431372549,102.0
monkeyM_session-o080926007-11_lfp-6,M,o080926007-11,2008-09-26,6,232,232,5000,4500,4500,5000,508,826726d3b609ec3f93123053ed37f9ba3f21650711125e1683f4a212a4a100c4,eligible,15.400555828004144,19,17,True,True,0.14540312044719536,1.0,114.0,1.0,102.0,1.0,102.0
monkeyM_session-o080930001-5_lfp-1,M,o080930001-5,2008-09-30,1,226,226,5000,4500,4500,5000,511,7f2f80977ccc69fa5d92225a28e71ae6ce44c43615c6623b16b5a8be270ad86c,eligible,64.87148125399835,18,18,True,True,0.07260176152100693,0.9907407407407407,108.0,0.9907407407407407,108.0,0.9907407407407407,108.0
monkeyM_session-o081001001-12_lfp-1,M,o081001001-12,2008-10-01,1,239,239,5000,4500,4500,5000,517,461063401a89be2e026d8e9afa7561558bf09fba77b66cafcdf74d77add02f69,eligible,132.28353564802092,19,20,True,True,0.22883653260982698,0.9947368421052631,114.0,0.9947368421052631,114.0,0.9964912280701754,114.0
monkeyM_session-o081001001-12_lfp-3,M,o081001001-12,2008-10-01,3,239,239,5000,4500,4500,5000,513,c68693566cfc018d600051ebddba2f8ded3326be5d9329de37693058b2b45fb8,eligible,128.51474589301506,19,20,True,True,0.21372908705196053,0.9964912280701754,114.0,0.9964912280701754,114.0,0.9947368421052631,114.0
monkeyM_session-o081001013-26_lfp-1,M,o081001013-26,2008-10-01,1,280,280,5000,4500,4500,5000,524,181fa2aa763022416415aafec1f6b7074f6ccd751ad460e6b6bf3a05dbf68c5a,eligible,148.78531852300512,20,22,True,True,0.1983135086816315,0.9916666666666667,120.0,0.9916666666666667,120.0,0.9866666666666667,120.0
monkeyM_session-o081001013-26_lfp-3,M,o081001013-26,2008-10-01,3,280,280,5000,4500,4500,5000,522,78382284b116c82eb384aa3289f2429ab14e5b62095e2c930cf90927aee720df,eligible,127.6600738359848,20,22,True,True,0.20998151061177656,0.9883333333333333,120.0,0.9883333333333333,120.0,0.995,120.0
monkeyM_session-o081002010-22_lfp-2,M,o081002010-22,2008-10-02,2,227,227,5000,4500,4500,5000,527,22a731c2a2355a74b9f41a9c4869ed86eb43f2643d42bef6ac7f2f88e6ed73f2,eligible,164.67469041101867,19,16,True,True,0.21193956835182853,0.9894736842105263,114.0,0.9916666666666667,96.0,0.9916666666666667,96.0
monkeyM_session-o081002023-28_lfp-3,M,o081002023-28,2008-10-02,3,84,84,5000,4500,4500,5000,535,37bcfb534766c444c8417cbc76e33f61a30957f9d721c3a8e5cf4c96501163bd,fewer_than_15_short_trials_per_direction,0.014638101973105222,0,0,False,False,,,,,,,
monkeyM_session-o081003003-14_lfp-1,M,o081003003-14,2008-10-03,1,238,238,5000,4500,4500,5000,540,7978344c0bc75649dead3163bb08837d5b182f26d4448f09075dd963604878f5,eligible,73.74653833004413,18,20,True,True,0.206878373429352,0.9981481481481481,108.0,0.9981481481481481,108.0,1.0,108.0
