row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,window_index,trial_index,stage,stage_name,start_sample,end_sample_exclusive,event_sample,preprocessing_error,cloud_sha256
30,23,569,1,4,short,180,30,0,pre_TC,2583,2883,2883,,8cfdee37954e95dcfac2d428b1c2ad1dbebae6774858e78c918607aa7b32deea
30,23,569,1,4,short,181,30,1,post_TC,2883,3183,2883,,648420a2d56634c45aaaf637efff85166e6fd51058249da5a03f61a2f2580c53
30,23,569,1,4,short,182,30,2,pre_SC,3462,3762,3762,,7afcd9feb5edb31773ccdbd7901a7fea4339f4abc53979efc3c8ce7c16801150
30,23,569,1,4,short,183,30,3,post_SC,3762,4062,3762,,8711009794c4aab861fb3d8890ddc0b79280a31a8b06955208ce8a5ea7a5bf2f
30,23,569,1,4,short,184,30,4,pre_GO,4200,4500,4500,,2f5ffdb5615bd458194ca9848fcdafd2d0dffb272a471da4faa0adf9dec761d4
30,23,569,1,4,short,185,30,5,post_GO,4500,4800,4500,,a955176c9a58ddf89199678525a00d89e3598d666dd1372338185015857f0092
31,22,276,1,2,short,186,31,0,pre_TC,2578,2878,2878,,a0a895e3b26b480f72f73a5550e2603fb53f36eb9ae33953a6f50fdb9f172981
31,22,276,1,2,short,187,31,1,post_TC,2878,3178,2878,,11a850b05cf1ef0c43da27e0bd5d92e4529be07efda2a5f579fe0fa8fd3df272
31,22,276,1,2,short,188,31,2,pre_SC,3463,3763,3763,,656f96d48aca8d692723890575fc5438a7c6a6d7642712d1a119a9f7856f4a7a
31,22,276,1,2,short,189,31,3,post_SC,3763,4063,3763,,01413a2997f59d82f6f0471228b3c22ecfcc12b1aef6641fe267b06f21d428ef
31,22,276,1,2,short,190,31,4,pre_GO,4200,4500,4500,,e04e34e65813a2d77825ebdee573981ab3801651fbf3104a05afdaac5c27d456
31,22,276,1,2,short,191,31,5,post_GO,4500,4800,4500,,4f9eceaab71caf0eb535261f2c9822b1b430a41a92d4fc9058fe05a9a7671c13
32,10,40,1,2,short,192,32,0,pre_TC,2584,2884,2884,,872b3ad5fbe057445420a9437d427413a5b72356f11f9777282fc15fc1f4b25f
32,10,40,1,2,short,193,32,1,post_TC,2884,3184,2884,,d397feda838de99302a9f24170e9a1f1e7c7a87ee093c2a764eecf9e819aac51
32,10,40,1,2,short,194,32,2,pre_SC,3463,3763,3763,,18feb108515e0c2ba637c3733bae9c273edfb2f032a2114cd68b0d1eeabcdeb7
32,10,40,1,2,short,195,32,3,post_SC,3763,4063,3763,,739fa3d083ca079f00cb727517e53c0ad32ffeec7212f233f37e0930d0530620
32,10,40,1,2,short,196,32,4,pre_GO,4200,4500,4500,,3a0ba003142140b5f534049c660ac41fb0861b5040de075222e013a41acb498b
32,10,40,1,2,short,197,32,5,post_GO,4500,4800,4500,,6b134458f9749baf7b6190e50ea933fbd1538d8ef8ae39090e2bdd0610c3c4aa
33,59,98,2,3,short,198,33,0,pre_TC,2584,2884,2884,,652b64c1caf39bf980b9ffe9fe76de14f8201ae48a7128826e1908f497ad5faf
33,59,98,2,3,short,199,33,1,post_TC,2884,3184,2884,,6ca4f3885ba0b2257a7e498916aeb9209ea81a69ba0bee349f968a393bc2105b
33,59,98,2,3,short,200,33,2,pre_SC,3463,3763,3763,,1886133560ef115de707aa5421511ffd6798fa3868265268c0ea4ea538f784f1
33,59,98,2,3,short,201,33,3,post_SC,3763,4063,3763,,2355807b688b83ece75f8dc848c18678b9989535827919c9aa6408b334a907a3
33,59,98,2,3,short,202,33,4,pre_GO,4200,4500,4500,,2695c57bb69c1e73460ab1005a1b6578465f158e8a76e964d9bcd0959e285b3c
33,59,98,2,3,short,203,33,5,post_GO,4500,4800,4500,,25ee951aed693af70e4fa7a9e4245c5d3b2c1298cfd3c7b73627af5f5c6462bb
34,43,260,2,3,short,204,34,0,pre_TC,2584,2884,2884,,d2d43f0092d3789b93a9755d050a2b1b187a700f893823eae6eca200ddc3332e
34,43,260,2,3,short,205,34,1,post_TC,2884,3184,2884,,d5c118a7c13b7744a05c482cde7be849dcc2289eb43df19e467ea7e8307eb104
34,43,260,2,3,short,206,34,2,pre_SC,3462,3762,3762,,14dc20af059cceb7ac89274299a49bbb5fe01931fe05ecaf6c09fcdd708ae709
34,43,260,2,3,short,207,34,3,post_SC,3762,4062,3762,,5c688cb243ab5a024d614dc8a9370fca661679d2fd692ab97b8976c7207d0500
34,43,260,2,3,short,208,34,4,pre_GO,4200,4500,4500,,ee91d17dc627178f281a3d996a22da9c9e4c2fcc42a56726ee514584a2151763
34,43,260,2,3,short,209,34,5,post_GO,4500,4800,4500,,60532e71c5a19f466846c3627a48ed2fdeed606548f39c1c7ed52cb9fcc50237
35,35,622,2,4,short,210,35,0,pre_TC,2584,2884,2884,,812d33996e023ad83b02d6729305c896b1945ce7c0bcace7f5236a05ada48a1d
35,35,622,2,4,short,211,35,1,post_TC,2884,3184,2884,,338cdcbeeb41cef0e35515ef4c71815c35c7ae0249b6a8f4a40fed5c15a2b8ef
35,35,622,2,4,short,212,35,2,pre_SC,3463,3763,3763,,bfdf653d673db927267372574017d244e069c0ff8b74acb20b3a409b756d54b9
35,35,622,2,4,short,213,35,3,post_SC,3763,4063,3763,,a0f70d2501c6badf3e923db187a7ac80d2ad1fdb16943276d8834ff4a4cdae60
35,35,622,2,4,short,214,35,4,pre_GO,4200,4500,4500,,e8acf97c8303c183d08a5dd7f585de4e50f48a64bce83f2ab2eb46dda62276eb
35,35,622,2,4,short,215,35,5,post_GO,4500,4800,4500,,e4bb00527d2ca9817accd1ba817be255f58bfb487a470c13e6c912748a1ca71b
36,39,198,2,3,short,216,36,0,pre_TC,2584,2884,2884,,a66ff97460a154180bcbacee16b0980724d8556c48687e489aa0a02695279032
36,39,198,2,3,short,217,36,1,post_TC,2884,3184,2884,,d2ed9ce23acb69aeb8d3d1302325d2b6e897cfd7111466584957bbbb86992edc
36,39,198,2,3,short,218,36,2,pre_SC,3463,3763,3763,,c5b5d5a4a20fbdae6f2933e94803070ffefbeb80dee5264d626ae9a0c44866ae
36,39,198,2,3,short,219,36,3,post_SC,3763,4063,3763,,2fe205fd205524ec2e13934596b54b066885434ac0d8ba6851130dcbf360ff23
36,39,198,2,3,short,220,36,4,pre_GO,4200,4500,4500,,6f4b8612c8a94ec862c781025d824e6316bc2a8711743eb8add29b98761a3650
36,39,198,2,3,short,221,36,5,post_GO,4500,4800,4500,,e573490527a1af18d5e447924cbb47d1d899b832c1d47ecf7bec26799d0bc913
37,54,628,2,1,short,222,37,0,pre_TC,2584,2884,2884,,f671318b5260ad7fbafa1d05318faf1a4023a018dffbc0ddbbc1ba6ebe67b0b7
37,54,628,2,1,short,223,37,1,post_TC,2884,3184,2884,,8d7d0e7ebac825a0266be1fb90cb97fcde9026769e09115678bad164438fe72c
37,54,628,2,1,short,224,37,2,pre_SC,3462,3762,3762,,bcb57faffdcc0d45e83aaf9fb6346f59c88f8ba9b192f814f4a948bd8606766f
37,54,628,2,1,short,225,37,3,post_SC,3762,4062,3762,,a9c9ee6140114cba09be4bd4716d7bdf6ffa79d7919671dee52b2ab3ca4f9c8e
37,54,628,2,1,short,226,37,4,pre_GO,4200,4500,4500,,6ee91c00bb4f2b3bc68a1954467f15e56f48e9999d3dcd9efb881c02c6895188
37,54,628,2,1,short,227,37,5,post_GO,4500,4800,4500,,120cee270fc33c17c7eeebca053fee5196ffeeeacfb24cb19e83f2f817b7cfd0
38,60,647,2,3,short,228,38,0,pre_TC,2584,2884,2884,,e14dc171f3cf400a327f1da86eb521c0efbb5fc2f5ba0c4ba182ac1771cadf68
38,60,647,2,3,short,229,38,1,post_TC,2884,3184,2884,,44b6004c4e778ed6bc449678121bf0390bb7a129c3e4aca88923f2aa3724183a
38,60,647,2,3,short,230,38,2,pre_SC,3463,3763,3763,,4f81b9cc370faa7f145a1a95934eea0fed416a66d3480599f342cff4f1de7f7a
38,60,647,2,3,short,231,38,3,post_SC,3763,4063,3763,,dccff7926806631dffe9e85dcf46ad133b2c621451c24c9bd234fd1869952791
38,60,647,2,3,short,232,38,4,pre_GO,4200,4500,4500,,6c80c337d13c7a874529dfded99e7531051d9fdf1edbf006d66cdd2e30e6697e
38,60,647,2,3,short,233,38,5,post_GO,4500,4800,4500,,6d7396aa11996b0319bccc968c915e1173a8d8919d3664dc49b53ccf6839f539
39,50,10,2,0,short,234,39,0,pre_TC,2584,2884,2884,,840c84bdc0d2041e423d5e23bcd2223fc655b33f1b7a970654aff508c2107c6a
39,50,10,2,0,short,235,39,1,post_TC,2884,3184,2884,,5a2bbb0166d98f9d31b14aef3c5adad5f51c235524471b10afdea14fd687dde0
39,50,10,2,0,short,236,39,2,pre_SC,3462,3762,3762,,d36eb383b5bc295855a0b7c63265a26c08a71a10b00d1963795eb93cae5d5a5b
39,50,10,2,0,short,237,39,3,post_SC,3762,4062,3762,,6a3865236d66e3d8b807087b2c44d75fff97c9a658d3d0483021cbf39820f397
39,50,10,2,0,short,238,39,4,pre_GO,4200,4500,4500,,ab75a40166c23d9278bb72272d18c12d516e99f88f95e9248944a6a9382181a2
39,50,10,2,0,short,239,39,5,post_GO,4500,4800,4500,,53340bffbd37737144b0e4e3f38dfb0ca9ef54d859da3c00e23756161744d863
40,52,412,2,0,short,240,40,0,pre_TC,2567,2867,2867,,96c8c5aec44eef80627441df6ca271a5936f13a5f5a37079f1419d90701d221c
40,52,412,2,0,short,241,40,1,post_TC,2867,3167,2867,,44e63a76260066e5d7d938a0bf2ef1607695d71ff9d14f16ea5585f625d8ecc6
40,52,412,2,0,short,242,40,2,pre_SC,3455,3755,3755,,f42f73b4aa2b12780b99f278b24bd9dda94658ef48326683551b7a2389863992
40,52,412,2,0,short,243,40,3,post_SC,3755,4055,3755,,b7c163cd556ce1eb8c2c30169135345bb034dfcc2caa8ac49953cf075aa3652d
40,52,412,2,0,short,244,40,4,pre_GO,4200,4500,4500,,511521e591bf76dc6bc9f89b402f5bf62e86a9ad0599ef89fd5de9aa2b1ba5d9
40,52,412,2,0,short,245,40,5,post_GO,4500,4800,4500,,fc405623322955f4b278af0997730b45e14498390004624c340ddc90fa3747d6
41,49,670,2,4,short,246,41,0,pre_TC,2584,2884,2884,,35894e796e7290889a2432bf4346346b5ee5266a232330183bcab4f8dc2c1dd0
41,49,670,2,4,short,247,41,1,post_TC,2884,3184,2884,,eb7e2ee6c4f2b6e0bd0524fe3b24d78ed1c21c5e5b8a01eed5da778b1a7504d9
41,49,670,2,4,short,248,41,2,pre_SC,3463,3763,3763,,376262965339ce4e347aab58ed7435ee830bb75d24c30ffe244ecc8c829b27cc
41,49,670,2,4,short,249,41,3,post_SC,3763,4063,3763,,2a5e81bd02ee14714db550cfc93671c0e71dec37a663fb5cf79afd06f9a09c75
41,49,670,2,4,short,250,41,4,pre_GO,4200,4500,4500,,b16d45e3aa2cc8f411d3e7be7af253cf8edebc14fa4938d613085083b76b82e8
41,49,670,2,4,short,251,41,5,post_GO,4500,4800,4500,,4bcf75352a0880af3680db452ba34b3ed549bf9932e7f62d41fb19c1b62f7a08
42,55,150,2,3,short,252,42,0,pre_TC,2585,2885,2885,,ef150ba60ff748c201e80b283fbf41b12868fad1409d5ea45b4c7327517be4cc
42,55,150,2,3,short,253,42,1,post_TC,2885,3185,2885,,bc40e2bd2ed64e9770ee4dba3bbbf33424fcb84b3c5a2fd60b3d77739cb2ca58
42,55,150,2,3,short,254,42,2,pre_SC,3463,3763,3763,,b1f9f39b0dee5b6612587bd79c553ef460170e56ef6ae7e4ce67badb225e4cd2
42,55,150,2,3,short,255,42,3,post_SC,3763,4063,3763,,92320c762e6ed8e434467dc07efd6d09a6027fb11b6d1b2f242b349481d8bcfc
42,55,150,2,3,short,256,42,4,pre_GO,4200,4500,4500,,20bec36a1cee6a91833c93ebd05c1875d7032c73b4d77e4da05a77be819a88b3
42,55,150,2,3,short,257,42,5,post_GO,4500,4800,4500,,5f48f09fe9da67905d41ae00c5f4bee9afd3e582e7879244067ceed8990b0db1
43,38,521,2,4,short,258,43,0,pre_TC,2584,2884,2884,,bb829362924899389d46ec164cad3129d2c5c15994843a385b5cbe888953b677
43,38,521,2,4,short,259,43,1,post_TC,2884,3184,2884,,86400d469d20e7a9edc1a846ce773406818818d5ed32b932304133079be3f50b
43,38,521,2,4,short,260,43,2,pre_SC,3463,3763,3763,,51875c710e3a0fe6998cd118d3d9b831634b052d79d6edaae116c9a7b79c3f11
43,38,521,2,4,short,261,43,3,post_SC,3763,4063,3763,,3f415188abc9da47091779c0c9e0504e87d1ca38dd65c27222c4ff5df3f83cfc
43,38,521,2,4,short,262,43,4,pre_GO,4200,4500,4500,,e533095625fb4aa25817972db265a8154b8ec7e1e6baee0dcba1dfd0729583ec
43,38,521,2,4,short,263,43,5,post_GO,4500,4800,4500,,98fbdb7353e70734be78ce4503de273e6789fc18b94c730b9a36a1cb60ac815d
44,65,131,2,0,short,264,44,0,pre_TC,2584,2884,2884,,cbf1a1a22c237b8680af1b6d2219ca39da93f1a239568839359ea1f5fd4937c8
44,65,131,2,0,short,265,44,1,post_TC,2884,3184,2884,,843b7036765b6f7358a59c731f1a3b0872d116b5bf7573232d8daf92a37d3511
44,65,131,2,0,short,266,44,2,pre_SC,3462,3762,3762,,79a916520f7fd1121b40325360b667b6e6b8477bf5cff765ff6a020df980e66f
44,65,131,2,0,short,267,44,3,post_SC,3762,4062,3762,,d7e5665040c4cb0df8cecdb40d015322c30b12b3fb43fc53914c925f0d572315
44,65,131,2,0,short,268,44,4,pre_GO,4200,4500,4500,,f3f15bae7ee6d6f81d01cae6c1bc144f109c1a4a116d8bf781887a05bc0624aa
44,65,131,2,0,short,269,44,5,post_GO,4500,4800,4500,,7a26b53865b31966cda280b726023970330fe2f7ab71945682359a6e3bf2af40
45,41,579,2,2,short,270,45,0,pre_TC,2579,2879,2879,,b0362d8e41234f2603181cbb321cd866211faa15b16fd4dde6be8fb34df9ca50
45,41,579,2,2,short,271,45,1,post_TC,2879,3179,2879,,fa53e5fd3c254ac64a587ee2f65bcc8afdd2b67b9273367437eed23d7b8e6502
45,41,579,2,2,short,272,45,2,pre_SC,3462,3762,3762,,ab7185c01955a286d6ee39b9306662122efb7d1253b456bd99f3652994b3c5e8
45,41,579,2,2,short,273,45,3,post_SC,3762,4062,3762,,26c541aeeb5647465074bc888febd7cc3690d83aa289f82f5068d9471159541d
45,41,579,2,2,short,274,45,4,pre_GO,4200,4500,4500,,29c1f9e2b0bc1eaf7884c8594a00dbf7ccdefd812198cab6cff68ea74e76512b
45,41,579,2,2,short,275,45,5,post_GO,4500,4800,4500,,a347169b94705a494ce165ec6b1fd2c0d886c5a5233626e93ca8b3b1b83b6bb5
46,66,419,2,1,short,276,46,0,pre_TC,2585,2885,2885,,b4985c03ea98df6d2d29052594103a53e1f3d14a7e69ef84458f7cd66018e548
46,66,419,2,1,short,277,46,1,post_TC,2885,3185,2885,,bb1609ff74565d5ef3e685bbe75f34c777a0ae02c02cb1da1fa16c5cbc454873
46,66,419,2,1,short,278,46,2,pre_SC,3463,3763,3763,,7324b6c141bd73766401888020527196369e5964f44cbbff7e9db365e347dc61
46,66,419,2,1,short,279,46,3,post_SC,3763,4063,3763,,e6cd97e88219d08b91a08697df80a51862b01f0d2b3b8ebdad65d12f4d3dd31b
46,66,419,2,1,short,280,46,4,pre_GO,4200,4500,4500,,bc2d88ec74045779b13adc0925dbdd0d87575dac7a0d834485c5ad7499767a7b
46,66,419,2,1,short,281,46,5,post_GO,4500,4800,4500,,1fa6fad15e817a406e0297977e4596c98cee17a5b115231eb0592eb0cc64dab7
47,58,580,2,3,short,282,47,0,pre_TC,2575,2875,2875,,e85fcd22636e29c5b382188c82bbd67a6947b1630688dcf0779fe7f359158f5c
47,58,580,2,3,short,283,47,1,post_TC,2875,3175,2875,,20e83f1ee54a540038bfd437c9812f28be27fe58eee1b336f01784c4108f01f9
47,58,580,2,3,short,284,47,2,pre_SC,3463,3763,3763,,89618beb2a3e28a88129ad1b234dd55cc0baafe9a9a772437ab22605ffe9c4cc
47,58,580,2,3,short,285,47,3,post_SC,3763,4063,3763,,09d8769c4a2bd24479d35e177168cd8d89adcc681c38d935dba622931850c444
47,58,580,2,3,short,286,47,4,pre_GO,4200,4500,4500,,13c06a959aeaddf276182cc1c6f2cfc32022a722f599df2a4d2bee2ed1ce9539
47,58,580,2,3,short,287,47,5,post_GO,4500,4800,4500,,ef07051045970d514a649251f75a425d96362831e49b00c8e9eeb99b0af2dc8d
48,44,428,2,2,short,288,48,0,pre_TC,2584,2884,2884,,ddef6733b741210c95001732c993ea75a2a793dbbe43e1b4424da1a7cd670d19
48,44,428,2,2,short,289,48,1,post_TC,2884,3184,2884,,ddddf9977974f1aaa948ca7e42abd24fe1c05bb9eabad2940b22ae2275a8403e
48,44,428,2,2,short,290,48,2,pre_SC,3462,3762,3762,,3d93b95db08bbbe0eaaaf28d77f566c1b26b68fdc85a77a25dfc2366b2ef1cf1
48,44,428,2,2,short,291,48,3,post_SC,3762,4062,3762,,7c93b266f438c6a69d86a676f5fe542ed8a6188b6841561bc3e54c11bd4bcdc6
48,44,428,2,2,short,292,48,4,pre_GO,4200,4500,4500,,f7f20b64f517b140bb9790096fd729f5684d8e4bc2b53f9b4e7e553f063e86d9
48,44,428,2,2,short,293,48,5,post_GO,4500,4800,4500,,90c2a17a080cdcf3faae2a6eb85d6ceb3e473f8f3d452529aab3fe291f31f4d0
49,36,543,2,4,short,294,49,0,pre_TC,2584,2884,2884,,7a62b312f99c7d576fa63e4f84a6defd22cbf0d582c78549a5c56addc394b851
49,36,543,2,4,short,295,49,1,post_TC,2884,3184,2884,,144da446ca1c8371f7dad49b5901698e988e6407f87f2d1f4eab5a04f1e305c8
49,36,543,2,4,short,296,49,2,pre_SC,3463,3763,3763,,24b189eebe76c1e50ad42eab0e658e309978d7a677abb74acd0965d99802e07a
49,36,543,2,4,short,297,49,3,post_SC,3763,4063,3763,,151fa126a612411b64e1f7d9e15c7a431964aeb12ba2e091bb033191d6f9d393
49,36,543,2,4,short,298,49,4,pre_GO,4200,4500,4500,,bf15e2a3792625a0cf74121bedbad6c0dedb0ab42aab3352ee04f7e9af72fc55
49,36,543,2,4,short,299,49,5,post_GO,4500,4800,4500,,abac6a3d80dbe0573f5e0524b3ecaa19d739a499ace7dc4958be3b4f725db55a
50,61,387,2,4,short,300,50,0,pre_TC,2576,2876,2876,,7febf3cb42ebcd4da22484b69f06414cdbae02cb5aa3a607d03b3f03bf07dea4
50,61,387,2,4,short,301,50,1,post_TC,2876,3176,2876,,5a6f8b0d1bcc80dcf4e3b92e596d08e0f24f98c86e41e2660d67562c62a4fd5d
50,61,387,2,4,short,302,50,2,pre_SC,3462,3762,3762,,4cb500af762e1e1be447880e916895a8ee4c6a5c931183cf9d9f657b38a21e3c
50,61,387,2,4,short,303,50,3,post_SC,3762,4062,3762,,8894de59b15020b78f9de5985c7bf8e4abec29be87a14a0bdc4c25e2b2e05e7c
50,61,387,2,4,short,304,50,4,pre_GO,4200,4500,4500,,a4a1cdf3117e91896e34d02ec6ba16c0f474f57d9b5b01fcf5ea69a8995ccac1
50,61,387,2,4,short,305,50,5,post_GO,4500,4800,4500,,5221557ebd8fd3b006ae6fcdfca16fe3596e53bc68adcaa37a8fdb64753fc52f
51,45,158,2,1,short,306,51,0,pre_TC,2584,2884,2884,,2f186d9d4a78b99548e3edc4133167199fba90c81f7bf4e9088e853464673d8a
51,45,158,2,1,short,307,51,1,post_TC,2884,3184,2884,,aabd308a3479b8b05cadc04755f0b2c1b0d43c33b3b676450382532dd4e5611a
51,45,158,2,1,short,308,51,2,pre_SC,3463,3763,3763,,c922d8c6b60a715732bdecdb65d15d9dc4c5ddd8600265ce8e00e8e577b337c7
51,45,158,2,1,short,309,51,3,post_SC,3763,4063,3763,,6dbc74245ae96fd4f00cf63996d10860135a793709eacbaed3294887f4bb4752
51,45,158,2,1,short,310,51,4,pre_GO,4200,4500,4500,,9e1f1de9def66ecaed98c4a40627d39b3980aabe2bfd124caf4985e9e2d043d3
51,45,158,2,1,short,311,51,5,post_GO,4500,4800,4500,,fe8065c9c300619017d24ec0471f0cc1f227d3c37c3325482b382ecb07fbe0cd
52,51,275,2,4,short,312,52,0,pre_TC,2571,2871,2871,,aca28f6ee12ddb036ce4cb036a62a0a2450e7645638c1a490e844a483bec575a
52,51,275,2,4,short,313,52,1,post_TC,2871,3171,2871,,9744ad4cf01f79f000e9e3e4d0a15411ff64ca205a516f99e60e807f68e6eb45
52,51,275,2,4,short,314,52,2,pre_SC,3454,3754,3754,,f03fecbafff54029485847d4c2721ee637d82502c425d4eafae456846e8d6c91
52,51,275,2,4,short,315,52,3,post_SC,3754,4054,3754,,3395ac8d08c5d0db2751fb3cce5a3c61f238835dbc870a3e8a8a2093a4e1ca37
52,51,275,2,4,short,316,52,4,pre_GO,4200,4500,4500,,12f8d7b7a9a87b07fb45dcff23b8c3ef1d83619a98b1b042e332514a6f8e3836
52,51,275,2,4,short,317,52,5,post_GO,4500,4800,4500,,39d24bea245e11b0161386ebe9abeb2ff7d8eacea4b7e83b29855d62cecc47bc
53,63,254,2,0,short,318,53,0,pre_TC,2584,2884,2884,,02f54cab3a9d47129829e0f7357f0f1f7d92a2bc6d1b73c82eef3e029c884941
53,63,254,2,0,short,319,53,1,post_TC,2884,3184,2884,,ace6abf5138525c2833f5e7a75064a89b38bb21647968fee22df9e79e65096b6
53,63,254,2,0,short,320,53,2,pre_SC,3463,3763,3763,,5ccd8e064194d4aa6b74717ee1f59b381b448937edde5a104f38afa4c51572e0
53,63,254,2,0,short,321,53,3,post_SC,3763,4063,3763,,b52711f7f2dfbd23858e6b259adb13be636000989742aecb1403af9a20e679e3
53,63,254,2,0,short,322,53,4,pre_GO,4200,4500,4500,,8d7029c43701565f7e4f244fe17585076af0a2e406334f581e57728ecf26ebd5
53,63,254,2,0,short,323,53,5,post_GO,4500,4800,4500,,79efb316528c0721ec93b91fdc285cf2f2152004f101cc2e4a88b50df0a66783
54,62,220,2,0,short,324,54,0,pre_TC,2579,2879,2879,,58eed51b4d0c3df3a0c0cef5278b352c80ea156729b49f5015dae6613a53bbf0
54,62,220,2,0,short,325,54,1,post_TC,2879,3179,2879,,9592df21e1e9762d0c2ecaa8b4a85a34ac6e175e3b3133c8f9f5d1a76c0fa47b
54,62,220,2,0,short,326,54,2,pre_SC,3463,3763,3763,,c91611b7e3774a775ae17fe36115515aca62302a20138cc1b6f657f0689b55f2
54,62,220,2,0,short,327,54,3,post_SC,3763,4063,3763,,3f27ddf51fed58123f4c6cd9bfdca8f88c6cb57f6b260fe34fd8030b6bea2bb9
54,62,220,2,0,short,328,54,4,pre_GO,4200,4500,4500,,0f2792a05532cf3eae01661b9b01e44bb29eca8aefaf87f9517130111dfd3390
54,62,220,2,0,short,329,54,5,post_GO,4500,4800,4500,,4ad5999e0ef97da37b53c5551255fa13ef0c6de1e5cc4361bc3a55f8726da8e9
55,64,589,2,2,short,330,55,0,pre_TC,2584,2884,2884,,a28b9b61ef0f6eadae545e5c2be5289d32583f0087df04c0f43ab5b058178338
55,64,589,2,2,short,331,55,1,post_TC,2884,3184,2884,,d3033d7e2a6d779472bd6faddd85863e52b8c4c4481d785f93dee0030d4a9cad
55,64,589,2,2,short,332,55,2,pre_SC,3463,3763,3763,,3e97b5334624f510c6824c1a93672a95cb8c28923c390b5c0b90bfc086565ffb
55,64,589,2,2,short,333,55,3,post_SC,3763,4063,3763,,608c2442daaf2b088b9eed0a6ee558f166e4c8c58a64f4c9053bb55a8618c1cc
55,64,589,2,2,short,334,55,4,pre_GO,4200,4500,4500,,58c077d616b7d0b21265c065499d4be96b261d0d904fe448f43395b2e6caddd9
55,64,589,2,2,short,335,55,5,post_GO,4500,4800,4500,,af91147faa7e584f917e1239c551df1f1c6c8abfea73c7478d6fe0b07e36a717
56,53,530,2,3,short,336,56,0,pre_TC,2584,2884,2884,,90363afe7da219d5dbf7092014b49dea170b2291e8c9b39fb8fb19bbe4a3a9fd
56,53,530,2,3,short,337,56,1,post_TC,2884,3184,2884,,7eb130c6bf3a30cb52d7418f39b5be10e3adf95688952067fecd2202059c3aa0
56,53,530,2,3,short,338,56,2,pre_SC,3463,3763,3763,,deba93b10f7d3672a454f3b3d04a52ab93df335a29a04e22de4e1a8c15e62b58
56,53,530,2,3,short,339,56,3,post_SC,3763,4063,3763,,0bd72bd314ec60f70d21e30f672038954990a109182a855abcc907ad9a6ca704
56,53,530,2,3,short,340,56,4,pre_GO,4200,4500,4500,,0c3ceb144dc936102c4412082504e4b4ff40de7554585cff2fd2415dabc7878c
56,53,530,2,3,short,341,56,5,post_GO,4500,4800,4500,,f6a7b36ffe8ea3e7b40f8994d08fb7827311bc37d7b513c811cc36ad4588b042
57,56,531,2,0,short,342,57,0,pre_TC,2583,2883,2883,,c6d82ed8f39b976e502a0a39382655fd8484a937684f2a6b767cc900f443b3bc
57,56,531,2,0,short,343,57,1,post_TC,2883,3183,2883,,84fbd6974d21bfdf06eb82a354c460297ed6d20c59a432a2b7fbbd14791b31d8
57,56,531,2,0,short,344,57,2,pre_SC,3462,3762,3762,,c976a6fce4d073623d8bf929c7d3ced4054c45f7628106109522c6d8f92ffd4a
57,56,531,2,0,short,345,57,3,post_SC,3762,4062,3762,,bb56de663cb561a04ac467590e624cea0bf284bc2e77cedebd2c597175fa9595
57,56,531,2,0,short,346,57,4,pre_GO,4200,4500,4500,,5978e1abb069260e56d0950e66f888191f66950f1a7ac9115355f976d1e7074b
57,56,531,2,0,short,347,57,5,post_GO,4500,4800,4500,,73ce91d15639d66989dbe76e374f8e488ab52a877225ef0365d75d2135f8ff21
58,67,91,2,1,short,348,58,0,pre_TC,2584,2884,2884,,52d5e84a38cef1a7912eb8a88be62a2179682538f2bc0dc32ed41e40c1517b5c
58,67,91,2,1,short,349,58,1,post_TC,2884,3184,2884,,26374248df882f188b88542ed31e7867c9e4c200dcf568e5eac484a259b6a0c5
58,67,91,2,1,short,350,58,2,pre_SC,3462,3762,3762,,92fcd35ecdd80c7894385f74db5d8df0041a232191aa0ec7af3ca303eecdba8a
58,67,91,2,1,short,351,58,3,post_SC,3762,4062,3762,,549e45d577d9a0efb18513c0d10e903dc8e07065f12f0c026ec3e2409fdef2ca
58,67,91,2,1,short,352,58,4,pre_GO,4200,4500,4500,,cca8809ac8a7211d841aed26e32c907c5ea321f44212dfa13f263cba174e81e2
58,67,91,2,1,short,353,58,5,post_GO,4500,4800,4500,,8b2db2c83e5d7aed30ccee5cd31f54e86fc6829f1d55c920a2c387aba659b1de
59,37,96,2,2,short,354,59,0,pre_TC,2576,2876,2876,,378dfec83ca127715c3ef1a6befbb24b5651e40d8f95c93f36cd0cb9da6c3a96
59,37,96,2,2,short,355,59,1,post_TC,2876,3176,2876,,3355a6a86432a1fcc8c47af7caf046588f12fa8534f0cdab9ecff19508a3c459
59,37,96,2,2,short,356,59,2,pre_SC,3462,3762,3762,,d19d2abefbc04c1ca6aadd4c5262c27c9302ac66c34fa313fc45aa363e567f9a
59,37,96,2,2,short,357,59,3,post_SC,3762,4062,3762,,a2139180d9aaf528e36cfa6c685de107861d5a3e6bd6180941a27c335762bbcf
59,37,96,2,2,short,358,59,4,pre_GO,4200,4500,4500,,a2183fba1f522ca2972b40dcc973519fcf24b6696cb4d59a24c6141e4d01ba3e
59,37,96,2,2,short,359,59,5,post_GO,4500,4800,4500,,d1119f15c6c48871896af074aad98f33dcb27c7bb4083dc0b87b2f141396d081
60,47,197,2,1,short,360,60,0,pre_TC,2584,2884,2884,,a8fa6994c0f726f7433fe620e10cffc201abbb54ac5424dfed49777c49a9242a
