recording,outer_fold,family,max_absolute_difference,rms_difference
monkeyM_session-o080904008-14_lfp-5,2,ar,1.8374897524440874e-08,4.0361680407932196e-09
monkeyM_session-o080904008-14_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-5,3,ar,2.3745198018672135e-08,5.412281407622316e-09
monkeyM_session-o080904008-14_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-5,4,ar,1.235627571748838e-07,2.2990931222181108e-08
monkeyM_session-o080904008-14_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-6,0,ar,9.866452812526058e-09,1.4852309594969586e-09
monkeyM_session-o080904008-14_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-6,1,ar,1.726826403451818e-08,3.115667778307462e-09
monkeyM_session-o080904008-14_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-6,2,ar,1.2803963545231917e-08,2.216517793778434e-09
monkeyM_session-o080904008-14_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-6,3,ar,9.663817781863527e-09,2.0089421866321754e-09
monkeyM_session-o080904008-14_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-6,4,ar,2.6881381652642082e-08,4.222194124932805e-09
monkeyM_session-o080904008-14_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080905001-6_lfp-5,0,ar,1.0575452629953998e-07,1.9323718727036534e-08
monkeyM_session-o080905001-6_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080905001-6_lfp-5,1,ar,2.221527893998647e-08,4.986831360427799e-09
monkeyM_session-o080905001-6_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080905001-6_lfp-5,2,ar,9.31322474474229e-08,1.931150472253956e-08
monkeyM_session-o080905001-6_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080905001-6_lfp-5,3,ar,7.999611438005115e-08,1.5775025704275628e-08
monkeyM_session-o080905001-6_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080905001-6_lfp-5,4,ar,4.5494293598839775e-08,8.535171105545447e-09
monkeyM_session-o080905001-6_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-5,0,ar,8.779207796773703e-08,1.7477698072081014e-08
monkeyM_session-o080910001-5_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-5,1,ar,6.462106222088898e-08,1.0235721007836759e-08
monkeyM_session-o080910001-5_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-5,2,ar,2.2305292335053108e-08,4.922209690294863e-09
monkeyM_session-o080910001-5_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-5,3,ar,9.993450444901672e-08,2.096482517171033e-08
monkeyM_session-o080910001-5_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-5,4,ar,1.6980360371856695e-07,3.1240693951731606e-08
monkeyM_session-o080910001-5_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-7,0,ar,1.7347931835709962e-07,2.9521041048844486e-08
monkeyM_session-o080910001-5_lfp-7,0,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-7,1,ar,4.184075739330131e-07,5.1390489294298844e-08
monkeyM_session-o080910001-5_lfp-7,1,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-7,2,ar,8.344824761421675e-08,1.3929583075132573e-08
monkeyM_session-o080910001-5_lfp-7,2,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-7,3,ar,1.229605446374511e-07,1.813180975989036e-08
monkeyM_session-o080910001-5_lfp-7,3,embedding,0.0,0.0
monkeyM_session-o080910001-5_lfp-7,4,ar,3.616787463327307e-08,7.086511609561021e-09
monkeyM_session-o080910001-5_lfp-7,4,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-5,0,ar,9.430458097411942e-08,1.2629020986492839e-08
monkeyM_session-o080910006-11_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-5,1,ar,1.778764436962321e-07,3.156342367354379e-08
monkeyM_session-o080910006-11_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-5,2,ar,1.3372013879650244e-07,2.1172742300500927e-08
monkeyM_session-o080910006-11_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-5,3,ar,5.1286383147600666e-08,9.72467890912716e-09
monkeyM_session-o080910006-11_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-5,4,ar,4.1722758571173003e-07,5.923956406097238e-08
monkeyM_session-o080910006-11_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-7,0,ar,1.2951192809105546e-07,2.3942691845970426e-08
monkeyM_session-o080910006-11_lfp-7,0,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-7,1,ar,1.2150876346116385e-07,1.657650853777271e-08
monkeyM_session-o080910006-11_lfp-7,1,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-7,2,ar,4.0157968206745547e-08,6.170924434474445e-09
monkeyM_session-o080910006-11_lfp-7,2,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-7,3,ar,4.1669145210698755e-08,5.878725505519305e-09
monkeyM_session-o080910006-11_lfp-7,3,embedding,0.0,0.0
monkeyM_session-o080910006-11_lfp-7,4,ar,2.2717788652809514e-08,4.52914338822209e-09
monkeyM_session-o080910006-11_lfp-7,4,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-5,0,ar,3.631200323924149e-08,7.34010119276891e-09
monkeyM_session-o080911001-5_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-5,1,ar,1.2124705688586201e-07,1.943840150033429e-08
monkeyM_session-o080911001-5_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-5,2,ar,4.346685098682336e-08,7.261101599886003e-09
monkeyM_session-o080911001-5_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-5,3,ar,2.2999340369808836e-08,4.390660524232131e-09
monkeyM_session-o080911001-5_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-5,4,ar,8.163658233933339e-08,1.328656267828849e-08
monkeyM_session-o080911001-5_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-6,0,ar,6.726600172398192e-08,1.0999674734911316e-08
monkeyM_session-o080911001-5_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-6,1,ar,8.948360614492203e-08,1.7898474513371904e-08
monkeyM_session-o080911001-5_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-6,2,ar,1.6534752922750529e-07,2.9778722774017115e-08
monkeyM_session-o080911001-5_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-6,3,ar,2.3715043942279176e-08,3.973188535091743e-09
monkeyM_session-o080911001-5_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080911001-5_lfp-6,4,ar,1.0128519732042216e-07,1.7150555607307485e-08
monkeyM_session-o080911001-5_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-5,0,ar,6.545406577759252e-08,1.3736694193968035e-08
monkeyM_session-o080911006-11_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-5,1,ar,2.1773075340901157e-07,4.092450429598968e-08
monkeyM_session-o080911006-11_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-5,2,ar,3.1181720136497226e-08,5.152688950599951e-09
monkeyM_session-o080911006-11_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-5,3,ar,2.0689078020477074e-08,4.5465184781822615e-09
monkeyM_session-o080911006-11_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-5,4,ar,6.002191175547358e-08,1.0937429730459502e-08
monkeyM_session-o080911006-11_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-6,0,ar,1.1649820229938518e-07,1.7635699852570753e-08
monkeyM_session-o080911006-11_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-6,1,ar,7.387765860481996e-08,1.32564077283275e-08
monkeyM_session-o080911006-11_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-6,2,ar,1.9836565924797114e-08,4.689824648079016e-09
monkeyM_session-o080911006-11_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-6,3,ar,4.406394523418693e-08,5.613967665575919e-09
monkeyM_session-o080911006-11_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080911006-11_lfp-6,4,ar,1.3414599309450811e-07,2.287470835554589e-08
monkeyM_session-o080911006-11_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-5,0,ar,1.2391645462907566e-07,2.2667647927178343e-08
monkeyM_session-o080917001-8_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-5,1,ar,1.6530155909745894e-07,2.4852805918349457e-08
monkeyM_session-o080917001-8_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-5,2,ar,1.3924529350205607e-07,2.467631243679595e-08
monkeyM_session-o080917001-8_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-5,3,ar,6.442804347439515e-08,1.3206885611297886e-08
monkeyM_session-o080917001-8_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-5,4,ar,1.0050658034381054e-07,1.8573353384089595e-08
monkeyM_session-o080917001-8_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-6,0,ar,2.7578219130445017e-08,5.814032527983522e-09
monkeyM_session-o080917001-8_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-6,1,ar,6.863934642957177e-08,1.013841730748476e-08
monkeyM_session-o080917001-8_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-6,2,ar,4.9221913636134096e-08,8.66418908922335e-09
monkeyM_session-o080917001-8_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-6,3,ar,3.792236830650218e-08,8.506466957836239e-09
monkeyM_session-o080917001-8_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080917001-8_lfp-6,4,ar,9.466350356585398e-08,1.506809809381425e-08
monkeyM_session-o080917001-8_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-5,0,ar,9.46713991554723e-08,2.037393482247424e-08
monkeyM_session-o080918001-5_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-5,1,ar,1.1530933989351184e-07,1.910876299470911e-08
monkeyM_session-o080918001-5_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-5,2,ar,9.392909991402972e-08,1.71999824941419e-08
monkeyM_session-o080918001-5_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-5,3,ar,6.154329615717935e-08,1.3086886497253145e-08
monkeyM_session-o080918001-5_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-5,4,ar,9.336636990907483e-08,1.7031671590133374e-08
monkeyM_session-o080918001-5_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-6,0,ar,9.503953993434712e-08,1.7070387571492293e-08
monkeyM_session-o080918001-5_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-6,1,ar,1.8029863368626293e-08,3.6088779510780473e-09
monkeyM_session-o080918001-5_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-6,2,ar,1.6776723058586668e-07,3.51332480617345e-08
monkeyM_session-o080918001-5_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-6,3,ar,5.6519648265079304e-08,8.702386645892306e-09
monkeyM_session-o080918001-5_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080918001-5_lfp-6,4,ar,6.779326828946011e-08,1.2167185199501887e-08
monkeyM_session-o080918001-5_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080918006-11_lfp-5,0,ar,1.1099604376585545e-07,2.320055425593884e-08
monkeyM_session-o080918006-11_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080918006-11_lfp-5,1,ar,2.828017239440636e-08,5.4801123007988426e-09
monkeyM_session-o080918006-11_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080918006-11_lfp-5,2,ar,3.8252252913004246e-08,7.326810828680523e-09
monkeyM_session-o080918006-11_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080918006-11_lfp-5,3,ar,3.648511897810791e-08,5.759504883688679e-09
monkeyM_session-o080918006-11_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080918006-11_lfp-5,4,ar,5.1210638216440084e-08,9.085880434708928e-09
monkeyM_session-o080918006-11_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-5,0,ar,5.1145576000191824e-08,1.0069554435870588e-08
monkeyM_session-o080919001-6_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-5,1,ar,1.7566720431506228e-07,2.6405982333972762e-08
monkeyM_session-o080919001-6_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-5,2,ar,3.3774852619544715e-08,6.73647008231457e-09
monkeyM_session-o080919001-6_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-5,3,ar,1.5708774330373061e-07,2.8727102640656208e-08
monkeyM_session-o080919001-6_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-5,4,ar,6.438399685528701e-08,1.022886952898951e-08
monkeyM_session-o080919001-6_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-7,0,ar,6.109027449240165e-08,9.433176642681478e-09
monkeyM_session-o080919001-6_lfp-7,0,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-7,1,ar,9.587999357489477e-08,1.8598133099474763e-08
monkeyM_session-o080919001-6_lfp-7,1,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-7,2,ar,4.014135822653572e-08,7.495903936548088e-09
monkeyM_session-o080919001-6_lfp-7,2,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-7,3,ar,5.965457447904563e-08,1.0383534239377082e-08
monkeyM_session-o080919001-6_lfp-7,3,embedding,0.0,0.0
monkeyM_session-o080919001-6_lfp-7,4,ar,1.7789594076045995e-08,2.661968346624083e-09
monkeyM_session-o080919001-6_lfp-7,4,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-5,0,ar,5.407970419662187e-08,8.49780383227364e-09
monkeyM_session-o080919007-12_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-5,1,ar,1.036284894103583e-07,1.9831485620214074e-08
monkeyM_session-o080919007-12_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-5,2,ar,1.3380023870270246e-08,2.4939843612114892e-09
monkeyM_session-o080919007-12_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-5,3,ar,1.196296574326966e-07,2.1275442086520884e-08
monkeyM_session-o080919007-12_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-5,4,ar,1.6509340610413627e-08,2.839239373125257e-09
monkeyM_session-o080919007-12_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-7,0,ar,1.295972424239988e-07,1.7044204695307617e-08
monkeyM_session-o080919007-12_lfp-7,0,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-7,1,ar,1.7439067473841137e-07,3.3447854714266306e-08
monkeyM_session-o080919007-12_lfp-7,1,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-7,2,ar,1.0408092752987961e-07,2.0981149789628905e-08
monkeyM_session-o080919007-12_lfp-7,2,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-7,3,ar,6.174167531842198e-08,1.0517050229390257e-08
monkeyM_session-o080919007-12_lfp-7,3,embedding,0.0,0.0
monkeyM_session-o080919007-12_lfp-7,4,ar,1.4943441349764795e-07,1.9045120005362703e-08
monkeyM_session-o080919007-12_lfp-7,4,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-6,0,ar,6.107611509869205e-08,1.0166826397819362e-08
monkeyM_session-o080925002-6_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-6,1,ar,4.830400667204648e-08,9.370219053869076e-09
monkeyM_session-o080925002-6_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-6,2,ar,4.2481036239010086e-08,8.55233469861651e-09
monkeyM_session-o080925002-6_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-6,3,ar,7.588721434332191e-08,1.6296051049808163e-08
monkeyM_session-o080925002-6_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-6,4,ar,8.397878194113615e-08,1.6235347272591962e-08
monkeyM_session-o080925002-6_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-7,0,ar,1.229373410708873e-07,2.7260292614930648e-08
monkeyM_session-o080925002-6_lfp-7,0,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-7,1,ar,1.2958905845975033e-08,2.1562782172772335e-09
monkeyM_session-o080925002-6_lfp-7,1,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-7,2,ar,5.826529277311982e-08,1.0641048436966203e-08
monkeyM_session-o080925002-6_lfp-7,2,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-7,3,ar,9.725640715517458e-08,1.744164958145196e-08
monkeyM_session-o080925002-6_lfp-7,3,embedding,0.0,0.0
monkeyM_session-o080925002-6_lfp-7,4,ar,3.1960276093614265e-08,5.974955756440211e-09
monkeyM_session-o080925002-6_lfp-7,4,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-6,0,ar,4.11949714175866e-08,8.044192093771523e-09
monkeyM_session-o080925007-12_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-6,1,ar,1.589395931563117e-07,3.370634841428755e-08
monkeyM_session-o080925007-12_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-6,2,ar,6.585194895077865e-08,9.889200441488198e-09
monkeyM_session-o080925007-12_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-6,3,ar,1.2750329497724852e-07,2.483805935693798e-08
monkeyM_session-o080925007-12_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-6,4,ar,1.2670255255430507e-07,2.090949739105163e-08
monkeyM_session-o080925007-12_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-7,0,ar,1.4276616168093243e-07,2.7174982206035994e-08
monkeyM_session-o080925007-12_lfp-7,0,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-7,1,ar,2.207140377986092e-07,3.6137847625669056e-08
monkeyM_session-o080925007-12_lfp-7,1,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-7,2,ar,3.324435858087331e-08,6.779535170447854e-09
monkeyM_session-o080925007-12_lfp-7,2,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-7,3,ar,2.1261270140250296e-07,3.419840788458953e-08
monkeyM_session-o080925007-12_lfp-7,3,embedding,0.0,0.0
monkeyM_session-o080925007-12_lfp-7,4,ar,1.1776780750941129e-07,1.8574607278867674e-08
monkeyM_session-o080925007-12_lfp-7,4,embedding,0.0,0.0
monkeyM_session-o080926001-6_lfp-5,0,ar,2.2280512870331663e-08,4.697328598126761e-09
monkeyM_session-o080926001-6_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080926001-6_lfp-5,1,ar,2.9083601429296183e-08,5.178680835278084e-09
monkeyM_session-o080926001-6_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080926001-6_lfp-5,2,ar,8.665393889467849e-08,1.559392687054255e-08
monkeyM_session-o080926001-6_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080926001-6_lfp-5,3,ar,4.314171942864514e-08,7.205525835322826e-09
monkeyM_session-o080926001-6_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080926001-6_lfp-5,4,ar,5.3681307145216246e-08,1.0167891622780831e-08
monkeyM_session-o080926001-6_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-5,0,ar,1.2952505740702891e-08,2.9507300264711496e-09
monkeyM_session-o080926007-11_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-5,1,ar,4.45780118285468e-08,9.69037106479068e-09
monkeyM_session-o080926007-11_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-5,2,ar,3.212802069892974e-08,5.8001327838318185e-09
monkeyM_session-o080926007-11_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-5,3,ar,9.337231956471929e-08,1.8474230161839155e-08
monkeyM_session-o080926007-11_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-5,4,ar,2.18786733322332e-08,3.6554114602468185e-09
monkeyM_session-o080926007-11_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-6,0,ar,3.7522212987357254e-08,7.082851635676347e-09
monkeyM_session-o080926007-11_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-6,1,ar,3.0931640056697414e-08,8.288311114532693e-09
monkeyM_session-o080926007-11_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-6,2,ar,2.8647620074680755e-08,6.507954725249215e-09
monkeyM_session-o080926007-11_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-6,3,ar,2.9131924696992537e-08,5.412213638833795e-09
monkeyM_session-o080926007-11_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080926007-11_lfp-6,4,ar,2.263912405036251e-08,4.2515650172198275e-09
monkeyM_session-o080926007-11_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080930001-5_lfp-1,0,ar,9.288693421697324e-08,1.241144905162198e-08
monkeyM_session-o080930001-5_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o080930001-5_lfp-1,1,ar,4.969076729732444e-08,8.23167765856728e-09
monkeyM_session-o080930001-5_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o080930001-5_lfp-1,2,ar,5.1240288851523135e-08,1.012184489242455e-08
monkeyM_session-o080930001-5_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o080930001-5_lfp-1,3,ar,1.229391476849904e-08,3.0844299099702414e-09
monkeyM_session-o080930001-5_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o080930001-5_lfp-1,4,ar,2.9143389202173232e-08,5.233280247312699e-09
monkeyM_session-o080930001-5_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-1,0,ar,1.4703166219102743e-07,2.4871376447308046e-08
monkeyM_session-o081001001-12_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-1,1,ar,9.805449071686838e-08,1.4585591827861805e-08
monkeyM_session-o081001001-12_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-1,2,ar,1.1192692959868236e-07,2.0058970133407505e-08
monkeyM_session-o081001001-12_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-1,3,ar,3.695554843001145e-08,5.355114724501409e-09
monkeyM_session-o081001001-12_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-1,4,ar,9.401423110757395e-08,1.3239049994447047e-08
monkeyM_session-o081001001-12_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-3,0,ar,6.527357203703343e-08,1.1681782875590903e-08
monkeyM_session-o081001001-12_lfp-3,0,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-3,1,ar,1.79826822475828e-07,2.9169743787989612e-08
monkeyM_session-o081001001-12_lfp-3,1,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-3,2,ar,8.622925205104383e-08,1.506487433092056e-08
monkeyM_session-o081001001-12_lfp-3,2,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-3,3,ar,4.1378509097649355e-08,7.69153860290832e-09
monkeyM_session-o081001001-12_lfp-3,3,embedding,0.0,0.0
monkeyM_session-o081001001-12_lfp-3,4,ar,3.011342101583636e-08,4.2991828066957356e-09
monkeyM_session-o081001001-12_lfp-3,4,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-1,0,ar,6.22593446762687e-08,1.0766083085063256e-08
monkeyM_session-o081001013-26_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-1,1,ar,6.096034553060639e-08,1.0697934339106851e-08
monkeyM_session-o081001013-26_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-1,2,ar,1.0702490318753501e-07,1.3575713461276578e-08
monkeyM_session-o081001013-26_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-1,3,ar,9.799125424265163e-08,1.7566821572696208e-08
monkeyM_session-o081001013-26_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-1,4,ar,6.746068992351728e-08,1.1910464228789864e-08
monkeyM_session-o081001013-26_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-3,0,ar,2.565886400336811e-08,4.1660985618402714e-09
monkeyM_session-o081001013-26_lfp-3,0,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-3,1,ar,4.826600985281381e-08,8.0985551843171e-09
monkeyM_session-o081001013-26_lfp-3,1,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-3,2,ar,1.2677666207951653e-07,2.5287734985477213e-08
monkeyM_session-o081001013-26_lfp-3,2,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-3,3,ar,1.0371440428052006e-08,1.868845005564449e-09
monkeyM_session-o081001013-26_lfp-3,3,embedding,0.0,0.0
monkeyM_session-o081001013-26_lfp-3,4,ar,2.3244464859308554e-08,5.017383243241553e-09
monkeyM_session-o081001013-26_lfp-3,4,embedding,0.0,0.0
monkeyM_session-o081002010-22_lfp-2,0,ar,6.974802281957751e-09,1.1418022749077723e-09
monkeyM_session-o081002010-22_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o081002010-22_lfp-2,1,ar,6.331449898568098e-08,7.861919520562633e-09
monkeyM_session-o081002010-22_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o081002010-22_lfp-2,2,ar,4.58458602063715e-08,8.143575615690846e-09
monkeyM_session-o081002010-22_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o081002010-22_lfp-2,3,ar,5.586640422088106e-08,6.161988255468206e-09
monkeyM_session-o081002010-22_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o081002010-22_lfp-2,4,ar,4.144717461005299e-08,6.881503724942955e-09
monkeyM_session-o081002010-22_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-1,0,ar,5.135661608761562e-08,9.761669129613042e-09
monkeyM_session-o081003003-14_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-1,1,ar,9.223000719366884e-08,1.9092391757758254e-08
monkeyM_session-o081003003-14_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-1,2,ar,2.717399782254347e-08,3.9043997342587924e-09
monkeyM_session-o081003003-14_lfp-1,2,embedding,0.0,0.0
